Price,Daily Change (%)
Ticker,
Date,
2023-01-06,2.562286746180975
2023-01-20,2.655298556861485
2023-01-23,2.0105191184978777
2023-02-01,2.000686360023396
2023-02-02,3.2539740784891746
2023-03-14,2.13883253506999
2023-03-16,2.4770791940567527
2023-04-27,2.428565332444066
2023-05-05,2.248042492676028
2023-05-26,2.1861601969538347
2023-11-10,2.0460834618605483
2023-11-14,2.372500082634854
