Price,Daily Change (%)
Ticker,
Date,
2024-07-17,-2.768439750961882
2024-07-24,-3.6390883510082794
2024-08-05,-3.4339209494872347
2024-09-03,-3.259177894657106
2024-09-06,-2.550436394346589
2024-10-31,-2.7557031087636963
2024-12-18,-3.5624294435839587
