Price,Daily Change (%)
Ticker,
Date,
2016-01-07,-3.025989646630789
2016-01-13,-3.411493707670632
2016-01-15,-2.7427969257854845
2016-01-27,-2.178353552288992
2016-02-02,-2.238347129167939
2016-02-05,-3.246878187063318
2016-06-24,-4.115242584301415
2016-06-27,-2.4116508467224906
2016-09-09,-2.5396013429990427
