Price,Daily Change (%)
Ticker,
Date,
2024-01-31,-2.2301279588428202
2024-04-19,-2.0478174173957586
2024-04-30,-2.0350255647543336
2024-07-17,-2.768439750961882
2024-07-24,-3.6390883510082794
2024-08-01,-2.3026352660052707
2024-08-02,-2.4310025495816623
2024-08-05,-3.4339209494872347
2024-09-03,-3.259177894657106
2024-09-06,-2.550436394346589
2024-10-31,-2.7557031087636963
2024-11-15,-2.2374872957156677
2024-12-18,-3.5624100182607754
