Price,Daily Change (%)
Ticker,
Date,
2025-01-07,-1.8892582443783112
2025-01-10,-1.628686998448936
2025-01-27,-3.069366899092285
2025-02-07,-1.3570633401157828
2025-02-21,-2.195880763092417
2025-02-24,-1.2143001410622967
2025-02-25,-1.3508581548304033
2025-02-27,-2.782870850894581
