Price,Daily Change (%)
Ticker,
Date,
2016-01-22,2.6636519999008623
2016-01-29,2.3802447776905877
2016-02-16,2.2697400267020384
2016-02-17,2.2114739204164735
2016-03-01,2.888357632322136
2016-06-28,2.120610499294706
2016-11-07,2.373979749909183
