contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type
SOUN250103P00017000,2024-12-20 20:46:07+00:00,17.0,0.7,0.09,0.75,-1.05,-59.999996,297.0,1326,1.2890660546875,False,REGULAR,USD,Put
SOUN250103P00018000,2024-12-20 20:58:22+00:00,18.0,0.97,0.9,1.19,-1.53,-61.199997,438.0,817,1.611330068359375,False,REGULAR,USD,Put
SOUN250103P00019000,2024-12-20 20:19:15+00:00,19.0,1.52,1.07,1.38,-1.4300001,-48.47458,135.0,434,1.4834010205078125,False,REGULAR,USD,Put
SOUN250103P00020000,2024-12-20 20:59:54+00:00,20.0,1.75,1.7,2.0,-1.6500001,-48.529415,2498.0,740,1.623048759765625,False,REGULAR,USD,Put
SOUN250103P00021000,2024-12-20 20:59:13+00:00,21.0,2.25,2.18,2.3,-1.8299999,-44.85294,122.0,196,1.5625021874999998,False,REGULAR,USD,Put
SOUN250103P00022000,2024-12-20 20:09:57+00:00,22.0,3.1,2.6,3.2,-1.8499999,-37.373737,82.0,195,1.6308612207031248,True,REGULAR,USD,Put
SOUN250103P00022500,2024-12-20 20:28:15+00:00,22.5,3.53,3.0,3.2,-2.07,-36.964287,52.0,139,1.57422087890625,True,REGULAR,USD,Put
SOUN250103P00024000,2024-12-20 20:58:23+00:00,24.0,4.15,3.9,4.55,-2.4499998,-37.12121,74.0,33,1.669923525390625,True,REGULAR,USD,Put
SOUN250103P00026000,2024-12-19 15:54:51+00:00,26.0,8.65,4.4,7.45,0.0,0.0,5.0,39,1.8300789746093749,True,REGULAR,USD,Put
SOUN250103P00027000,2024-12-20 15:18:05+00:00,27.0,8.5,6.1,7.35,-0.6499996,-7.1038218,2.0,6,1.8515632421875,True,REGULAR,USD,Put
