contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type
SOUN241213P00014500,2024-12-06 20:59:33+00:00,14.5,1.25,1.2,1.27,1.25,,9550.0,17.0,2.14844212890625,False,REGULAR,USD,Put
SOUN241213P00015000,2024-12-06 20:59:50+00:00,15.0,1.51,1.5,1.64,1.51,,1455.0,50.0,2.253910615234375,False,REGULAR,USD,Put
SOUN241213P00015500,2024-12-06 20:59:56+00:00,15.5,1.76,1.76,1.89,1.76,,110.0,,2.2070357324218746,True,REGULAR,USD,Put
SOUN241213P00016000,2024-12-06 20:59:29+00:00,16.0,2.16,2.15,2.27,2.16,,123.0,4.0,2.3125042187499996,True,REGULAR,USD,Put
SOUN241213P00016500,2024-12-06 20:44:18+00:00,16.5,2.56,2.41,2.68,2.56,,2.0,,2.3164104589843744,True,REGULAR,USD,Put
SOUN241213P00017000,2024-12-06 20:09:56+00:00,17.0,3.15,2.31,3.15,3.15,,7.0,2.0,2.0605517236328126,True,REGULAR,USD,Put
SOUN241213P00017500,2024-12-06 17:43:55+00:00,17.5,4.0,2.98,3.45,4.0,,3.0,,2.2304731738281243,True,REGULAR,USD,Put
SOUN241213P00018000,2024-12-06 19:20:53+00:00,18.0,4.0,2.98,4.05,4.0,,3.0,2.0,2.0781298046874994,True,REGULAR,USD,Put
SOUN241213P00019000,2024-12-06 16:26:58+00:00,19.0,5.4,4.4,4.9,5.4,,2.0,10.0,2.6328159179687503,True,REGULAR,USD,Put
SOUN241213P00020000,2024-12-06 20:56:44+00:00,20.0,5.45,5.1,5.6,5.45,,11.0,24.0,2.3437541406249993,True,REGULAR,USD,Put
SOUN241213P00021500,2024-12-06 20:56:43+00:00,21.5,7.2,6.65,6.95,7.2,,1.0,,2.58594103515625,True,REGULAR,USD,Put
SOUN241213P00022000,2024-12-06 15:56:01+00:00,22.0,7.65,6.9,7.55,7.65,,1.0,,2.49219126953125,True,REGULAR,USD,Put
SOUN241213P00027000,2024-12-06 16:02:22+00:00,27.0,12.28,11.65,12.4,12.28,,1.0,,2.3750040624999995,True,REGULAR,USD,Put
