contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Type
SOUN250117P00003000,2024-12-16 14:34:05+00:00,3.0,0.02,0.01,0.02,0.0,0.0,2,3103,2.8750028125,False,REGULAR,USD,Put
SOUN250117P00003500,2024-12-16 16:26:19+00:00,3.5,0.02,0.01,0.03,0.0,0.0,5,5667,2.750003125,False,REGULAR,USD,Put
SOUN250117P00004000,2024-12-16 19:25:42+00:00,4.0,0.04,0.01,0.04,0.0,0.0,3,8016,2.6250034375,False,REGULAR,USD,Put
SOUN250117P00004500,2024-12-17 19:50:05+00:00,4.5,0.03,0.02,0.05,0.0,0.0,29,8573,2.56250359375,False,REGULAR,USD,Put
SOUN250117P00005000,2024-12-18 16:05:49+00:00,5.0,0.03,0.04,0.05,-0.01,-25.0,202,19364,2.4843787890625,False,REGULAR,USD,Put
SOUN250117P00005500,2024-12-17 20:41:55+00:00,5.5,0.05,0.04,0.05,0.0,0.0,54,2234,2.328129179687499,False,REGULAR,USD,Put
SOUN250117P00006000,2024-12-18 16:05:24+00:00,6.0,0.06,0.05,0.07,0.0,0.0,286,5581,2.2968792578125,False,REGULAR,USD,Put
SOUN250117P00007000,2024-12-18 16:10:58+00:00,7.0,0.06,0.05,0.08,-0.010000002,-12.500002,76,8718,2.07031732421875,False,REGULAR,USD,Put
SOUN250117P00008000,2024-12-18 15:56:06+00:00,8.0,0.06,0.07,0.12,-0.030000005,-33.333336,69,2183,1.9765626171875001,False,REGULAR,USD,Put
SOUN250117P00009000,2024-12-18 15:59:38+00:00,9.0,0.12,0.12,0.15,-0.020000003,-14.285716,98,4667,1.89453177734375,False,REGULAR,USD,Put
SOUN250117P00010000,2024-12-18 16:14:03+00:00,10.0,0.16,0.16,0.21,-0.02000001,-11.111116,319,17954,1.81640716796875,False,REGULAR,USD,Put
SOUN250117P00011000,2024-12-18 15:42:22+00:00,11.0,0.21,0.2,0.29,-0.07000001,-25.000004,55,1271,1.7402356738281248,False,REGULAR,USD,Put
SOUN250117P00012000,2024-12-18 16:15:48+00:00,12.0,0.3,0.3,0.33,-0.14999998,-33.33333,260,5829,1.6640641796875002,False,REGULAR,USD,Put
SOUN250117P00013000,2024-12-18 16:10:50+00:00,13.0,0.44,0.42,0.51,-0.13999999,-24.137928,154,3069,1.6640641796875002,False,REGULAR,USD,Put
SOUN250117P00014000,2024-12-18 16:09:07+00:00,14.0,0.58,0.58,0.67,-0.26,-30.952381,173,2369,1.6386736816406249,False,REGULAR,USD,Put
SOUN250117P00015000,2024-12-18 16:18:43+00:00,15.0,0.88,0.8,0.94,-0.29999995,-25.423727,750,5718,1.65234548828125,False,REGULAR,USD,Put
SOUN250117P00016000,2024-12-18 16:14:19+00:00,16.0,1.08,1.06,1.15,-0.4799999,-30.769224,973,1177,1.6289081054687498,False,REGULAR,USD,Put
SOUN250117P00017000,2024-12-18 16:18:53+00:00,17.0,1.56,1.45,1.65,-0.49,-25.3886,312,2078,1.701173369140625,False,REGULAR,USD,Put
SOUN250117P00018000,2024-12-18 16:12:55+00:00,18.0,1.86,1.78,1.91,-0.7299999,-28.185326,522,1413,1.6621110644531252,False,REGULAR,USD,Put
SOUN250117P00019000,2024-12-18 16:05:11+00:00,19.0,2.25,2.26,2.51,-1.0,-30.76923,248,207,1.72265763671875,False,REGULAR,USD,Put
SOUN250117P00020000,2024-12-18 16:18:43+00:00,20.0,3.0,2.94,2.97,-0.8599999,-22.27979,217,1157,1.7700206811523436,False,REGULAR,USD,Put
SOUN250117P00021000,2024-12-18 16:15:20+00:00,21.0,3.4,3.45,3.6,-1.6500001,-32.673267,162,39,1.7968760156249999,False,REGULAR,USD,Put
SOUN250117P00022000,2024-12-18 16:15:53+00:00,22.0,4.1,4.0,4.1,-1.5,-27.223228,62,55,1.7890635546875,False,REGULAR,USD,Put
SOUN250117P00023000,2024-12-18 16:15:20+00:00,23.0,4.7,4.65,4.8,-1.7000003,-26.562504,24,71,1.8261727441406248,False,REGULAR,USD,Put
SOUN250117P00024000,2024-12-17 19:01:52+00:00,24.0,7.4,5.35,5.55,0.0,0.0,51,255,1.8691412792968751,True,REGULAR,USD,Put
SOUN250117P00025000,2024-12-18 16:04:04+00:00,25.0,6.25,6.2,6.35,-1.6500001,-20.886078,95,107,1.9370120336914063,True,REGULAR,USD,Put
SOUN250117P00026000,2024-12-17 19:20:52+00:00,26.0,8.9,7.0,7.15,0.0,0.0,8,26,1.984375078125,True,REGULAR,USD,Put
